order_date,region,segment,shipping_mode,category,product_name,quantity,discount,sales,profit,anomaly,anomaly_prediction,anomaly_score
2024-07-26,East,Corporate,Standard Class,Office Supplies,Printer,6,0.16,2210.0,529.1,0,0,0.17919958713412754
2025-03-14,West,Corporate,Same Day,Furniture,Sofa,5,0.14,19908.05,3076.41,0,0,0.17653126327281604
2023-06-25,East,Corporate,Standard Class,Furniture,Desk,5,0.07,12102.93,2388.88,0,0,0.17456854307337472
2025-06-08,West,Corporate,Same Day,Office Supplies,Pen,4,0.13,3248.69,853.99,0,0,0.19199466330910847
2025-10-13,North,Corporate,First Class,Office Supplies,Printer,2,0.2,1768.75,451.39,0,0,0.17746504323014062
2023-12-21,South,Consumer,Standard Class,Electronics,Smartphone,4,0.25,17996.09,4139.63,0,0,0.0970126540148093
2025-05-02,South,Home Office,Same Day,Furniture,Table,8,0.1,17539.23,2570.6,0,0,0.13387239473974866
2023-07-11,South,Consumer,Same Day,Electronics,Monitor,1,0.14,4296.28,1225.06,0,0,0.1603661729071969
2024-10-16,East,Corporate,Same Day,Electronics,Monitor,8,0.22,56743.16,14404.7,0,1,-0.044415094761676044
2025-07-13,East,Home Office,Same Day,Furniture,Desk,4,0.07,7867.16,1053.78,0,0,0.17271668189787825
2024-06-15,East,Home Office,Standard Class,Furniture,Sofa,3,0.04,5266.5,995.09,0,0,0.18420164502914138
2023-09-18,West,Corporate,First Class,Electronics,Laptop,8,0.1,63178.58,9933.58,0,0,0.016959391314097516
2025-07-22,West,Corporate,Standard Class,Office Supplies,Notebook,6,0.07,3665.39,697.15,0,0,0.17660435098256438
2024-06-08,West,Consumer,First Class,Furniture,Desk,7,0.12,18535.08,3521.56,0,0,0.17547168694099552
2025-07-18,West,Consumer,Standard Class,Furniture,Desk,7,0.15,16164.38,3868.78,0,0,0.17298618698259371
2024-10-19,West,Consumer,Standard Class,Furniture,Desk,5,0.09,18037.66,2851.73,0,0,0.17782229989881848
2024-05-28,West,Corporate,Standard Class,Furniture,Sofa,8,0.0,31056.25,6742.17,0,0,0.0525273685797405
2024-09-14,North,Home Office,Standard Class,Furniture,Desk,1,0.24,1720.8,268.25,0,0,0.12637870253539574
2024-07-17,South,Corporate,Standard Class,Electronics,Smartphone,4,0.12,19230.5,3194.64,0,0,0.17251128178983305
2025-06-30,South,Corporate,Standard Class,Office Supplies,Notebook,1,0.23,100.0,22.36,0,0,0.10366416883734231
2025-04-17,South,Consumer,Second Class,Furniture,Table,2,0.17,4383.38,763.96,0,0,0.18812004797801052
2023-05-30,East,Home Office,Same Day,Electronics,Laptop,6,0.02,85752.12,6480.75,1,0,0.0007378638648242175
2023-10-19,West,Corporate,Same Day,Furniture,Chair,3,0.11,16222.68,4089.46,0,0,0.16192107610796402
2024-04-21,West,Corporate,First Class,Furniture,Table,6,0.21,21005.38,5661.61,0,0,0.13643809373697136
2024-03-17,West,Home Office,Same Day,Furniture,Desk,6,0.01,18284.89,4994.91,0,0,0.12479223443330756
2023-11-29,East,Corporate,First Class,Electronics,Tablet,5,0.14,36432.14,7759.79,0,0,0.10114852411251296
2024-06-12,West,Home Office,Second Class,Electronics,Monitor,8,0.16,32495.46,6770.36,0,0,0.11615523897614133
2024-03-29,South,Corporate,Second Class,Electronics,Tablet,5,0.17,27368.97,5102.22,0,0,0.14828012861630419
2023-10-26,East,Corporate,Same Day,Furniture,Table,5,0.08,20979.05,3388.05,0,0,0.1698459050256707
2024-08-23,South,Consumer,Second Class,Furniture,Chair,8,0.07,19022.89,4301.56,0,0,0.12892641783639325
2024-03-18,North,Consumer,First Class,Office Supplies,Pen,4,0.09,1456.32,253.99,0,0,0.17918062790279504
2024-06-24,North,Consumer,First Class,Electronics,Tablet,3,0.16,14217.45,3632.6,0,0,0.16704358429417326
2024-11-19,West,Corporate,Same Day,Electronics,Tablet,6,0.05,69383.71,8967.69,0,0,0.010325923383289859
2026-03-20,North,Corporate,Same Day,Furniture,Chair,2,0.14,7289.1,1775.34,0,0,0.17717201461813603
2025-10-20,North,Consumer,Standard Class,Office Supplies,Pen,7,0.15,4281.78,1123.25,0,0,0.17245002183782115
2023-12-07,West,Corporate,First Class,Office Supplies,Storage Box,7,0.08,6717.51,1557.02,0,0,0.1531830689216946
2025-11-02,South,Home Office,Second Class,Office Supplies,Notebook,5,0.17,2221.24,329.34,0,0,0.18580833695541082
2024-03-13,North,Corporate,Same Day,Electronics,Smartphone,8,0.07,63942.33,10337.28,0,0,0.00602978091966655
2023-07-05,North,Home Office,Second Class,Office Supplies,Storage Box,5,0.2,2210.52,513.97,0,0,0.18568715868004831
2024-10-10,North,Home Office,Second Class,Electronics,Monitor,3,0.23,14585.5,3920.49,0,0,0.12639379134768502
2024-01-24,East,Corporate,Standard Class,Electronics,Tablet,8,0.17,38601.45,9494.11,0,0,0.07485301561013313
2024-06-30,West,Consumer,Standard Class,Office Supplies,Storage Box,7,0.18,2949.07,674.36,0,0,0.1712057305304659
2026-02-08,East,Home Office,Standard Class,Electronics,Laptop,3,0.12,10372.62,2461.13,0,0,0.18313625877206113
2026-05-12,West,Consumer,Same Day,Electronics,Monitor,6,0.1,38978.63,6930.03,0,0,0.11645624491562989
2025-07-06,West,Home Office,Same Day,Electronics,Tablet,5,0.17,22699.27,4360.11,0,0,0.16220196977194223
2025-08-17,North,Corporate,First Class,Electronics,Monitor,6,0.03,46760.54,12113.72,0,0,0.00820565533445794
2026-05-09,West,Consumer,Second Class,Electronics,Monitor,6,0.16,31781.12,6665.42,0,0,0.13840901752534296
2023-09-17,East,Home Office,Second Class,Electronics,Smartphone,5,0.11,18162.91,4462.35,0,0,0.17303867591639432
2026-03-18,South,Corporate,Standard Class,Office Supplies,Printer,7,0.02,4025.43,1202.02,0,0,0.1365564488393649
2026-03-27,South,Corporate,First Class,Furniture,Chair,5,0.1,15462.7,3198.46,0,0,0.18541044203599477
2025-06-22,West,Consumer,Second Class,Furniture,Desk,2,0.07,5155.47,1351.77,0,0,0.17603864544381864
2024-12-29,North,Corporate,First Class,Office Supplies,Pen,8,0.22,6057.04,1213.7,0,0,0.1052843691162394
2025-08-02,West,Corporate,Second Class,Furniture,Table,4,0.14,14175.64,2297.04,0,0,0.18956711904216922
2025-01-12,West,Home Office,Same Day,Electronics,Tablet,7,0.25,32208.32,8458.9,0,0,0.05517116894063279
2025-01-21,North,Consumer,First Class,Electronics,Monitor,2,0.22,9611.13,1915.07,0,0,0.14781617152269594
2026-03-31,South,Corporate,Second Class,Furniture,Chair,2,0.12,5635.32,1659.36,0,0,0.1788904777044515
2024-07-04,North,Corporate,Same Day,Office Supplies,Storage Box,6,0.16,3467.28,969.93,0,0,0.1801451371373775
2023-11-22,North,Consumer,First Class,Office Supplies,Notebook,4,0.19,2468.4,489.03,0,0,0.1914441446131307
2025-05-25,West,Consumer,First Class,Office Supplies,Notebook,1,0.01,562.47,148.1,0,0,0.09898191536480427
2023-10-19,South,Consumer,Same Day,Furniture,Table,3,0.04,10429.72,1399.82,0,0,0.1759349589196461
2026-01-10,West,Home Office,Second Class,Office Supplies,Printer,4,0.12,1836.57,304.35,0,0,0.18950402913913472
2023-05-28,East,Home Office,Second Class,Electronics,Monitor,2,0.11,7270.14,1324.63,0,0,0.18101948010150065
2023-11-10,East,Corporate,First Class,Office Supplies,Storage Box,4,0.25,3121.14,853.94,0,0,0.13271599218214858
2024-10-18,East,Home Office,First Class,Furniture,Sofa,1,0.24,2168.67,517.19,0,0,0.13104111114958084
2025-12-25,West,Corporate,Second Class,Office Supplies,Notebook,6,0.05,6146.06,947.87,0,0,0.16185073787447263
2024-01-27,North,Home Office,Standard Class,Office Supplies,Printer,5,0.2,1847.67,232.82,0,0,0.17103642250049617
2025-03-15,East,Corporate,Same Day,Electronics,Laptop,3,0.05,19431.37,5082.71,0,0,0.11752717176521643
2026-05-08,South,Corporate,Same Day,Furniture,Sofa,5,0.19,14997.3,2714.04,0,0,0.17771220468732146
2023-12-11,South,Home Office,Same Day,Electronics,Smartphone,6,0.02,37053.25,7078.04,0,0,0.09136311823188714
2025-07-17,East,Home Office,First Class,Electronics,Monitor,7,0.21,22060.44,6381.04,0,0,0.1219696898723861
2025-01-24,North,Home Office,First Class,Electronics,Monitor,4,0.16,17535.25,4109.78,0,0,0.16794208932675653
2024-10-27,West,Consumer,Second Class,Office Supplies,Pen,1,0.24,712.9,124.61,0,0,0.11823725033942889
2024-03-26,South,Corporate,Same Day,Electronics,Smartphone,6,0.17,36891.39,9361.75,0,0,0.08285649212318869
2024-01-02,West,Home Office,Standard Class,Furniture,Desk,8,0.15,16989.4,4910.44,0,0,0.12954606786282752
2025-05-16,South,Corporate,Same Day,Office Supplies,Pen,4,0.21,2684.41,370.14,0,0,0.17889871107810368
2024-12-30,North,Corporate,First Class,Office Supplies,Pen,4,0.24,3390.34,985.99,0,0,0.15364147884989976
2023-11-01,North,Consumer,First Class,Electronics,Smartphone,4,0.25,24261.31,6348.12,0,0,0.05950636105854634
2024-09-06,South,Consumer,First Class,Office Supplies,Printer,3,0.2,1003.98,228.18,0,0,0.1773444118897528
2025-11-08,East,Consumer,Standard Class,Electronics,Smartphone,1,0.03,6095.34,1124.49,0,0,0.13289657941277977
2026-01-19,North,Consumer,First Class,Office Supplies,Pen,1,0.03,176.96,34.64,0,0,0.10103571691914648
2025-10-24,West,Corporate,Standard Class,Electronics,Monitor,8,0.13,70750.46,20530.0,0,1,-0.06746415409143192
2023-09-30,West,Home Office,Standard Class,Office Supplies,Pen,1,0.25,1039.64,283.32,0,0,0.10355859995203354
2024-11-03,West,Consumer,Standard Class,Electronics,Monitor,6,0.15,39482.84,5204.74,0,0,0.11861184472805997
2024-03-25,West,Home Office,First Class,Office Supplies,Pen,8,0.13,3805.66,751.37,0,0,0.14584301857368998
2025-02-19,West,Corporate,Second Class,Electronics,Smartphone,7,0.08,52773.5,10640.71,0,0,0.042382109900882536
2025-06-23,West,Corporate,First Class,Electronics,Tablet,6,0.24,35701.5,8697.88,0,0,0.06082318330178538
2023-05-27,North,Corporate,Standard Class,Electronics,Laptop,6,0.2,33854.8,7453.02,0,0,0.10749791069654069
2024-02-04,North,Corporate,First Class,Office Supplies,Pen,7,0.22,4392.94,1097.32,0,0,0.14798244176386133
2025-11-19,East,Consumer,Second Class,Office Supplies,Pen,3,0.16,1229.22,197.12,0,0,0.18369603557925068
2025-09-27,North,Corporate,Second Class,Office Supplies,Pen,7,0.21,4293.73,1268.45,0,0,0.1507906503838513
2023-11-13,East,Consumer,Second Class,Office Supplies,Notebook,5,0.18,2242.6,393.84,0,0,0.1892014316020773
2023-09-10,South,Home Office,Same Day,Electronics,Smartphone,2,0.04,9767.38,2285.28,0,0,0.14954456949795109
2025-03-14,West,Corporate,Same Day,Office Supplies,Printer,6,0.04,5156.38,908.01,0,0,0.16363631137780327
2023-11-04,North,Consumer,Second Class,Office Supplies,Notebook,1,0.17,526.5,88.97,0,0,0.15090473753889821
2024-08-30,West,Corporate,Second Class,Furniture,Table,2,0.09,7696.96,1077.27,0,0,0.17182783621386444
2024-11-09,East,Consumer,Second Class,Office Supplies,Storage Box,7,0.25,2855.55,370.82,0,0,0.1021519489149757
2026-05-19,East,Corporate,First Class,Electronics,Smartphone,2,0.0,13172.24,3351.84,0,0,0.0663490531938411
2025-03-03,East,Consumer,Same Day,Furniture,Desk,1,0.11,2795.14,566.73,0,0,0.170692263626528
2025-11-22,West,Home Office,Same Day,Furniture,Table,5,0.03,18811.06,2327.95,0,0,0.15509147536489537
2025-03-26,East,Consumer,Same Day,Office Supplies,Storage Box,2,0.06,1070.59,241.95,0,0,0.17664947216237153
2024-09-27,East,Consumer,First Class,Furniture,Sofa,3,0.02,7486.76,1751.76,0,0,0.15919834890898155
2025-01-27,East,Home Office,Second Class,Electronics,Tablet,4,0.03,15817.6,2626.9,0,0,0.16566893641845926
2025-12-09,South,Home Office,Same Day,Electronics,Laptop,8,0.19,40443.19,10384.92,0,0,0.044796714254763614
2024-09-30,East,Consumer,Same Day,Office Supplies,Pen,2,0.12,554.26,129.5,0,0,0.162396725360826
2024-06-18,East,Home Office,Standard Class,Office Supplies,Notebook,5,0.12,1671.28,211.87,0,0,0.16953601686246456
2025-12-12,North,Home Office,Same Day,Furniture,Chair,8,0.15,24885.3,7260.58,0,0,0.11201558871095907
2023-08-01,South,Corporate,Same Day,Electronics,Monitor,3,0.24,16969.95,3412.56,0,0,0.11691160563643865
2023-06-13,South,Consumer,Second Class,Furniture,Chair,8,0.25,13570.18,2908.53,0,0,0.07128468721245074
2025-03-16,East,Corporate,Same Day,Furniture,Sofa,6,0.17,17275.79,2235.93,0,0,0.1762428682693954
2025-12-01,East,Consumer,Same Day,Furniture,Chair,5,0.06,16566.68,4527.37,0,0,0.1632739434492234
2024-10-23,East,Consumer,Second Class,Office Supplies,Printer,6,0.08,3478.58,828.22,0,0,0.17889695242139997
2026-04-15,East,Home Office,Same Day,Electronics,Laptop,6,0.2,21817.69,5249.79,0,0,0.14706063589263646
2024-01-27,West,Home Office,First Class,Office Supplies,Notebook,1,0.09,1079.52,164.57,0,0,0.15889872227144047
2026-01-19,South,Consumer,Second Class,Furniture,Desk,2,0.07,4780.52,1251.84,0,0,0.17727833048083658
2025-05-06,East,Home Office,Second Class,Office Supplies,Notebook,7,0.04,2341.53,357.21,0,0,0.14104111420517346
2023-06-13,West,Consumer,Same Day,Office Supplies,Printer,6,0.17,3424.01,557.28,0,0,0.18329614249999154
2026-03-05,South,Home Office,Second Class,Furniture,Table,5,0.24,7762.41,2027.44,0,0,0.14260709920579456
2023-08-25,West,Corporate,First Class,Electronics,Tablet,7,0.13,53438.37,10439.66,0,0,0.0373698686648426
2026-04-24,East,Consumer,Same Day,Electronics,Smartphone,6,0.14,28211.58,3906.35,0,0,0.15589202576380234
2024-10-28,North,Consumer,First Class,Electronics,Tablet,8,0.23,49083.08,7191.79,0,0,0.03129603889821564
2026-05-09,East,Consumer,Same Day,Electronics,Monitor,1,0.1,5149.01,964.48,0,0,0.1635744189995464
2025-05-13,South,Consumer,First Class,Electronics,Tablet,2,0.21,8529.43,2021.42,0,0,0.1484929995754657
2025-08-15,East,Corporate,Second Class,Electronics,Laptop,8,0.11,43981.22,5319.32,0,0,0.09238138640329352
2024-08-30,South,Home Office,Same Day,Furniture,Desk,2,0.19,4493.49,731.43,0,0,0.181889404031295
2023-11-12,West,Consumer,Standard Class,Electronics,Monitor,8,0.15,52966.38,6512.66,0,0,0.061477630735945366
2026-04-01,East,Corporate,Standard Class,Electronics,Smartphone,6,0.06,32767.88,6389.15,0,0,0.13333485831721037
2025-06-27,North,Home Office,Standard Class,Electronics,Tablet,7,0.22,22706.1,2902.66,0,0,0.12999317336082028
2025-09-14,North,Corporate,Standard Class,Furniture,Sofa,6,0.06,19918.26,4746.1,0,0,0.16256946129429056
2025-05-18,South,Consumer,First Class,Office Supplies,Pen,6,0.2,2530.47,383.41,0,0,0.16733223599980696
2025-08-08,South,Consumer,Standard Class,Furniture,Table,8,0.01,18912.35,2955.74,0,0,0.08770721176301333
2023-07-15,East,Home Office,Same Day,Electronics,Tablet,8,0.06,31148.13,7961.22,0,0,0.09350986641581327
2024-08-20,East,Corporate,Standard Class,Furniture,Chair,6,0.11,15867.65,3046.65,0,0,0.18391916540535486
2025-08-02,South,Corporate,Same Day,Furniture,Sofa,6,0.23,17121.0,3654.81,0,0,0.1492218239770503
2024-03-23,North,Corporate,Second Class,Office Supplies,Storage Box,5,0.08,3889.51,522.8,0,0,0.18772609063575663
2023-11-28,West,Consumer,Same Day,Furniture,Table,6,0.11,24911.8,6248.54,0,0,0.15027361562026437
2023-11-16,East,Home Office,Standard Class,Office Supplies,Storage Box,2,0.17,1641.49,317.0,0,0,0.18749566374780513
2025-08-04,North,Consumer,Same Day,Office Supplies,Printer,1,0.03,827.9,134.52,0,0,0.12481248571434134
2026-04-28,North,Home Office,Second Class,Furniture,Table,8,0.24,14665.45,2741.89,0,0,0.09183244789193346
2025-11-06,East,Corporate,First Class,Office Supplies,Printer,5,0.06,3682.0,517.03,0,0,0.18538340058567193
2025-10-08,North,Corporate,First Class,Furniture,Table,8,0.05,39704.26,9137.46,0,0,0.065749521220969
2023-07-07,North,Consumer,Standard Class,Furniture,Desk,8,0.04,18940.96,4705.06,0,0,0.11106068496276889
2025-08-03,East,Home Office,Standard Class,Office Supplies,Pen,5,0.22,1705.95,466.14,0,0,0.1692313474633222
2024-07-24,East,Home Office,Second Class,Office Supplies,Printer,2,0.25,684.17,179.64,0,0,0.11773773211895
2023-06-28,East,Home Office,First Class,Furniture,Chair,8,0.2,12316.07,2700.87,0,0,0.11736593054263256
2024-11-15,East,Corporate,Same Day,Electronics,Laptop,7,0.19,51490.38,13809.78,0,1,-0.015162201407559972
2024-05-08,West,Corporate,First Class,Furniture,Chair,3,0.22,9766.67,2543.7,0,0,0.16266403457607953
2026-05-07,West,Home Office,Standard Class,Electronics,Smartphone,2,0.13,8740.05,1527.26,0,0,0.17593389057656994
2023-08-24,East,Home Office,First Class,Office Supplies,Printer,2,0.06,1062.31,248.91,0,0,0.17660527080060978
2023-12-11,North,Home Office,Second Class,Electronics,Tablet,3,0.04,18442.59,4286.17,0,0,0.137858169811571
2025-04-15,North,Consumer,Standard Class,Furniture,Chair,5,0.16,11176.28,2884.07,0,0,0.1817949866324181
2024-07-16,West,Home Office,First Class,Office Supplies,Notebook,5,0.12,2313.91,612.82,0,0,0.19400417273168902
2025-10-22,North,Home Office,Standard Class,Furniture,Table,3,0.11,8229.06,1704.77,0,0,0.19021769627098045
2023-12-22,East,Home Office,First Class,Office Supplies,Printer,6,0.24,2274.4,326.46,0,0,0.1376498902747661
2024-04-16,East,Consumer,Same Day,Office Supplies,Notebook,2,0.07,1050.52,172.94,0,0,0.17232282340057337
2024-06-30,West,Consumer,Second Class,Furniture,Table,6,0.23,13115.16,3276.21,0,0,0.15177670273160204
2024-06-20,West,Corporate,First Class,Electronics,Monitor,8,0.01,61927.32,17967.71,0,1,-0.0707420085821252
2025-07-23,East,Consumer,Standard Class,Electronics,Smartphone,5,0.12,17927.34,4998.52,0,0,0.1615056496305199
2025-05-12,North,Consumer,Same Day,Furniture,Sofa,3,0.22,7890.24,1980.07,0,0,0.16520066820954582
2025-08-01,West,Consumer,Second Class,Furniture,Chair,6,0.14,16578.92,2208.9,0,0,0.1789929204326704
2023-09-02,North,Consumer,Standard Class,Office Supplies,Pen,7,0.09,3819.64,1136.81,0,0,0.16951811189338323
2023-09-24,South,Home Office,Same Day,Furniture,Desk,1,0.01,1984.97,287.16,0,0,0.11536654052200923
2026-04-02,South,Home Office,Second Class,Furniture,Table,6,0.23,9511.61,1686.74,0,0,0.1481447159575311
2025-08-14,East,Home Office,Same Day,Office Supplies,Pen,5,0.12,2174.11,267.4,0,0,0.18124874029418642
2024-06-08,East,Home Office,Standard Class,Electronics,Monitor,8,0.07,25766.34,6132.55,0,0,0.11299997786877303
2025-12-12,North,Home Office,Same Day,Office Supplies,Printer,3,0.13,2057.99,514.11,0,0,0.19956352686096407
2023-07-02,South,Consumer,Standard Class,Furniture,Desk,4,0.0,9705.82,1712.73,0,0,0.11437375315185105
2025-09-03,West,Home Office,Same Day,Office Supplies,Printer,1,0.18,673.11,143.62,0,0,0.15589978031305363
2024-06-03,West,Corporate,Second Class,Office Supplies,Storage Box,8,0.23,4881.21,886.52,0,0,0.10495096993345521
2025-04-16,West,Consumer,Second Class,Office Supplies,Pen,5,0.14,2995.2,480.66,0,0,0.20025547140500144
2024-07-04,South,Home Office,Same Day,Furniture,Sofa,6,0.12,11707.14,2585.96,0,0,0.17912444136409972
2025-02-09,East,Consumer,Same Day,Office Supplies,Pen,7,0.2,2929.42,854.89,0,0,0.1591115162556931
2025-07-08,East,Home Office,Standard Class,Furniture,Chair,6,0.23,8179.87,1947.42,0,0,0.14525723607946905
2023-05-24,East,Home Office,First Class,Electronics,Smartphone,3,0.03,12234.59,3099.76,0,0,0.15700292635747365
2025-07-05,South,Consumer,Standard Class,Electronics,Smartphone,7,0.08,27459.95,5630.19,0,0,0.14830653437016544
2024-10-17,South,Corporate,Same Day,Electronics,Laptop,8,0.16,64588.15,16538.7,0,1,-0.05596089098642398
2025-06-12,North,Home Office,Second Class,Furniture,Chair,1,0.23,1725.44,261.42,0,0,0.13786806503056925
2023-08-21,West,Corporate,Second Class,Electronics,Laptop,5,0.22,32635.4,3970.69,0,0,0.10912358701318992
2024-08-02,East,Corporate,Same Day,Electronics,Tablet,3,0.21,16077.22,3283.67,0,0,0.14881987923753942
2026-04-14,South,Home Office,Same Day,Electronics,Tablet,5,0.18,20070.38,2459.33,0,0,0.16131739826500557
2026-04-19,South,Home Office,Same Day,Furniture,Desk,7,0.13,14269.21,1935.09,0,0,0.16364402955098178
2024-11-04,West,Corporate,Second Class,Electronics,Smartphone,1,0.07,9760.13,1584.98,0,0,0.12167112555867365
2024-06-17,North,Corporate,First Class,Furniture,Sofa,4,0.02,14452.8,2041.9,0,0,0.15422210925297364
2024-12-07,North,Home Office,First Class,Furniture,Sofa,6,0.15,17376.62,2770.58,0,0,0.1800208960660627
2024-08-06,East,Corporate,Same Day,Electronics,Monitor,4,0.19,22421.48,5436.35,0,0,0.12769330971024806
2024-01-26,East,Consumer,Standard Class,Electronics,Monitor,1,0.21,3340.41,943.73,0,0,0.14808270487184105
2026-04-08,South,Corporate,Same Day,Office Supplies,Printer,2,0.17,1433.94,357.12,0,0,0.18673726872693214
2024-04-20,North,Corporate,Second Class,Office Supplies,Storage Box,7,0.11,4458.06,581.3,0,0,0.16434575636888893
2025-07-31,West,Corporate,Standard Class,Furniture,Chair,4,0.14,12139.34,1555.68,0,0,0.18955868141258192
2024-09-21,North,Corporate,Standard Class,Electronics,Laptop,5,0.1,32188.67,8318.03,0,0,0.10497623737141959
2024-05-17,East,Corporate,Same Day,Office Supplies,Storage Box,7,0.09,4276.26,1038.67,0,0,0.170316385749614
2024-01-20,East,Consumer,Second Class,Office Supplies,Printer,7,0.13,3520.71,883.75,0,0,0.17722387808480017
2024-10-13,East,Corporate,Same Day,Electronics,Laptop,7,0.21,50656.96,8335.71,0,0,0.04669331479844929
2023-12-26,North,Consumer,Same Day,Furniture,Desk,1,0.06,3425.06,452.49,0,0,0.16008761799627413
2025-11-18,South,Home Office,Standard Class,Furniture,Chair,7,0.11,16405.79,3562.63,0,0,0.17370678086964741
2025-05-14,East,Consumer,First Class,Electronics,Smartphone,6,0.06,28227.06,7839.4,0,0,0.11668863683432573
